year,month,day,hour,minute,seconds,jday,wv_height,wnd_dir,wnd_spd,wnd_gspd,atm_prs,air_temp
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.6000000e+01,4.3000000e+01,0.0000000e+00,2.7769653e+02,3.2800000e+00,2.3100000e+02,6.5000000e+00,8.0000000e+00,1.0259000e+03,1.3600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.7000000e+01,4.3000000e+01,0.0000000e+00,2.7773819e+02,2.8000000e+00,2.2100000e+02,6.9000000e+00,8.7000000e+00,1.0259000e+03,1.3700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.8000000e+01,4.3000000e+01,0.0000000e+00,2.7777986e+02,2.5100000e+00,2.1600000e+02,7.7000000e+00,9.2000000e+00,1.0260000e+03,1.3800000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.9000000e+01,4.3000000e+01,0.0000000e+00,2.7782153e+02,2.5500000e+00,2.1100000e+02,9.0000000e+00,1.0700000e+01,1.0259000e+03,1.3900000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,2.0000000e+01,4.3000000e+01,0.0000000e+00,2.7786319e+02,2.7000000e+00,2.1400000e+02,9.6000000e+00,1.1700000e+01,1.0255000e+03,1.4000000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,2.1000000e+01,4.3000000e+01,0.0000000e+00,2.7790486e+02,2.7500000e+00,1.9600000e+02,9.3000000e+00,1.1100000e+01,1.0255000e+03,1.3200000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,2.2000000e+01,4.3000000e+01,0.0000000e+00,2.7794653e+02,2.5000000e+00,2.0300000e+02,1.1600000e+01,1.3800000e+01,1.0250000e+03,1.4300000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,2.3000000e+01,4.3000000e+01,0.0000000e+00,2.7798819e+02,2.6900000e+00,2.0300000e+02,1.1000000e+01,1.3300000e+01,1.0245000e+03,1.4200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,0.0000000e+00,4.3000000e+01,0.0000000e+00,2.7802986e+02,2.8800000e+00,2.0400000e+02,1.1300000e+01,1.4500000e+01,1.0243000e+03,1.3900000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.0000000e+00,4.3000000e+01,0.0000000e+00,2.7807153e+02,2.8700000e+00,2.0900000e+02,1.2600000e+01,1.5100000e+01,1.0241000e+03,1.3300000e+01
