time,current_ec,current_nc,pressure
734069.631696968,-0.028,0.019,2096.1125976
734069.632391042,-0.018,0.013,2095.97922716
734069.633085799,0.002,0.006,2096.07239034
734069.633779884,-0.01,0.01,2096.11357827
734069.63447463,-0.003,0.002,2096.10867494
734069.635168669,0.012,-0.007,2096.12534624
734069.635863438,0.054,-0.007,2096.30480794
734069.636557523,0.041,0.003,2096.27440733
734069.63725228,0.037,-0.002,2096.24891004
734069.637947037,-0.005,0.008,2096.16947617
734069.638641111,0.023,-0.005,2096.16163085
734069.639335845,0.027,-0.004,2096.06846767
734069.640029931,0.023,0.006,2096.0959263
734069.640724664,-0.004,0.017,2096.13613356
734069.64141875,-0.029,0.018,2096.16261151
734069.642113495,-0.001,0.012,2096.15770819
734069.642807558,0.015,0.005,2096.21164477
734069.643502326,0.004,0.016,2096.09004231
734069.644196366,0.02,-0.002,2096.33913121
734069.644891134,-0.003,0.017,2096.29107863
734069.645585903,0.011,0.009,2096.15084354
734069.646279931,0.012,0.019,2096.1518242
734069.646974699,0.009,0.004,2096.15966952
734069.647668773,-0.025,0.021,2096.26754267
734069.648363542,-0.03,0.022,2096.16653417
734069.649057593,0.019,0.002,2096.27048466
734069.64975235,-0.028,0.014,2096.25381336
734069.650446389,0.02,0.007,2096.12436558
734069.651141192,0.036,0.009,2096.21556743
734069.651835926,-0.024,0.011,2096.19497346
734069.652529965,-0.008,0.017,2096.2891173
734069.653224734,0.045,0.009,2096.35776385
734069.653918796,-0.018,0.014,2096.18026348
734069.654613542,-0.033,0.019,2096.25479403
734069.655307627,0.046,0,2096.22145142
734069.65533125,NaN,NaN,NaN
734069.655342384,NaN,NaN,NaN
734069.655354236,NaN,NaN,NaN
734069.655365347,NaN,NaN,NaN
734069.655377164,NaN,NaN,NaN
734069.656002373,0.012,0.007,2096.31167259
734069.656696435,0.036,0.004,2096.26263935
734069.657391204,0.017,0.01,2096.20968343
734069.658085255,-0.031,0.033,2096.25381336
734069.658780023,-0.001,0.028,2096.21850942
734069.65947478,0.031,0.02,2096.28519464
734069.660168854,-0.008,0.022,2096.20478011
734069.660863623,-0.009,0.024,2096.30284661
734069.661557639,0.053,0.014,2096.18124415
734069.662252419,-0.002,0.027,2096.27734932
734069.662946481,0.016,0.024,2096.27636866
734069.663641227,-0.007,0.025,2096.30284661
734069.664335301,-0.028,0.036,2096.31363392
734069.665030035,-0.053,0.042,2096.21556743
734069.665724132,-0.088,0.04,2096.32344057
734069.666418889,0.045,0.023,2096.31265326
734069.667113634,-0.047,0.037,2096.40483577
734069.667807708,0.044,0.021,2096.61371742
734069.668502477,-0.001,0.023,2096.48623097
734069.669196516,-0.019,0.028,2096.44994636
734069.669891296,-0.069,0.035,2096.37345449
734069.670585347,0.03,0.019,2096.40483577
734069.671280081,-0.019,0.023,2096.36168651
734069.671974155,-0.018,0.021,2096.4097391
734069.6726689,-0.02,0.033,2096.47544365
734069.673363669,-0.052,0.048,2096.51761225
734069.674057743,-0.009,0.034,2096.21556743
734069.674752512,-0.005,0.034,2096.40875843
734069.675446551,0.031,0.029,2096.26460068
734069.676141319,-0.016,0.044,2096.51270892
734069.676835394,0.008,0.027,2096.4067971
734069.677530139,-0.062,0.048,2096.45386902
734069.678224178,-0.018,0.042,2096.4460237
734069.67891897,0.001,0.041,2096.49701828
734069.679612998,-0.025,0.054,2096.41954575
734069.680307789,-0.018,0.048,2096.34893787
734069.681002535,0.013,0.038,2096.50290227
734069.681696586,-0.016,0.048,2096.28225265
734069.682391343,-0.011,0.057,2096.46073368
734069.683085405,0.02,0.058,2096.54899352
734069.683780185,0.046,0.045,2096.45779168
734069.684474236,-0.011,0.065,2096.60979475
734069.685169005,0.017,0.039,2096.5666455
734069.685863044,-0.044,0.046,2096.41856508
734069.686557812,-0.006,0.046,2096.55585818
734069.687251898,-0.051,0.039,2096.59018146
734069.687946655,-0.017,0.034,2096.61175609
734069.688641377,-0.039,0.036,2096.53820621
734069.689335463,0.037,0.017,2096.45779168
734069.690030231,-0.039,0.028,2096.55781951
734069.690724248,0.003,0.032,2096.5215349
734069.691419039,0.037,0.024,2096.46367567
734069.692113102,0.031,0.021,2096.47642432
734069.692807836,-0.045,0.046,2096.64607936
734069.693501898,-0.046,0.036,2096.70393859
734069.69419669,-0.021,0.036,2096.63235005
734069.694890764,0.01,0.024,2096.74708786
734069.695585509,0.02,0.021,2096.65098269
734069.696280255,0.009,0.026,2096.58429746
734069.69697434,-0.028,0.031,2096.67647997
734069.696997257,NaN,NaN,NaN
734069.697009086,NaN,NaN,NaN
734069.697020914,NaN,NaN,NaN
734069.697032049,NaN,NaN,NaN
734069.697043854,NaN,NaN,NaN
734069.697669086,0.013,0.024,2096.62548539
734069.698363137,-0.034,0.048,2096.52741889
734069.69905787,0.034,0.033,2096.65098269
734069.699751956,0.01,0.046,2096.65980867
734069.700446701,0.016,0.039,2096.56566483
734069.70114081,-0.027,0.042,2096.63529204
734069.701835544,-0.003,0.045,2096.67746064
734069.702530289,-0.003,0.044,2096.66667332
734069.703224329,0.055,0.038,2096.64411803
734069.703919109,-0.007,0.042,2096.69217062
734069.704613171,0.034,0.034,2096.62548539
734069.705307928,-0.012,0.058,2096.65490535
734069.706002014,0.008,0.044,2096.65098269
734069.706696748,0.017,0.041,2096.75002985
734069.707390799,0.013,0.053,2096.69903527
734069.708085567,-0.015,0.043,2096.76081717
734069.70877963,0.002,0.046,2096.70491926
734069.70947441,-0.016,0.044,2096.75591384
734069.71016912,-0.018,0.059,2096.73924253
734069.710863206,-0.011,0.061,2096.83044438
734069.711557963,-0.041,0.057,2096.72649389
734069.712252037,0.043,0.066,2096.74904919
734069.712946794,-0.027,0.064,2096.75002985
734069.71364088,0.019,0.069,2096.82456039
734069.714335579,-0.05,0.076,2096.88438096
734069.715029664,-0.023,0.076,2096.84417369
734069.715724444,-0.009,0.079,2096.8020051
734069.71641919,-0.022,0.072,2096.79808243
734069.717113275,-0.03,0.067,2096.63627271
734069.717808009,-0.006,0.068,2096.88830362
734069.718502072,-0.035,0.069,2096.70295793
734069.719196852,-0.021,0.077,2096.89124561
734069.71989088,-0.056,0.07,2096.7598365
734069.720585648,0.024,0.075,2096.8216184
734069.721279722,-0.077,0.08,2096.77552714
734069.721974468,-0.063,0.081,2096.79612111
734069.722668507,-0.016,0.078,2096.85005768
734069.723363287,-0.026,0.082,2096.87849697
734069.724058032,-0.055,0.079,2096.92949155
734069.724752106,0.011,0.085,2096.99323477
734069.725446863,-0.076,0.07,2097.07168797
734069.726140903,0.006,0.069,2096.88928428
734069.726835671,-0.035,0.072,2096.90497492
734069.727529768,-0.077,0.073,2096.8412317
734069.728224479,0.025,0.076,2096.99715743
734069.728918588,-0.063,0.067,2096.97067948
734069.72961331,-0.017,0.077,2096.90301359
734069.730307396,0.013,0.081,2096.93047221
734069.73100213,-0.021,0.088,2097.04324868
734069.731696887,0.028,0.088,2096.92851088
734069.732390961,-0.03,0.093,2097.054036
734069.733085729,-0.016,0.103,2097.04226802
734069.73377978,-0.011,0.096,2097.18348378
734069.734474525,0.027,0.106,2096.92949155
734069.735168634,-0.017,0.097,2097.04815201
734069.735863333,-0.039,0.092,2097.15112184
734069.736557396,-0.005,0.09,2097.02755805
734069.737252199,0.026,0.097,2097.14229585
734069.737946944,-0.024,0.087,2097.31195089
734069.738641019,-0.057,0.083,2097.16190915
734069.73866397,NaN,NaN,NaN
734069.738675752,NaN,NaN,NaN
734069.738687593,NaN,NaN,NaN
734069.738698715,NaN,NaN,NaN
734069.738710544,NaN,NaN,NaN
734069.739335764,-0.027,0.08,2097.250169
734069.74002985,0.007,0.107,2097.19623242
734069.740724549,-0.019,0.095,2097.15406383
734069.741418634,-0.038,0.102,2097.26782097
734069.74211338,-0.037,0.087,2097.12660521
734069.742807465,-0.031,0.093,2097.07757196
734069.743502234,-0.034,0.105,2097.15994782
734069.744196285,-0.035,0.099,2097.03148071
734069.74489103,-0.056,0.099,2097.11777923
734069.745585787,-0.043,0.099,2097.05207467
734069.74627985,-0.026,0.115,2097.17759979
734069.746974618,0.048,0.131,2097.20701974
734069.747668681,0.026,0.12,2097.12464388
734069.748363437,-0.053,0.098,2097.29331826
734069.749057488,-0.004,0.099,2097.20898107
734069.749752245,-0.01,0.094,2097.06972664
734069.750446296,-0.069,0.08,2097.18446444
734069.751141088,-0.067,0.079,2097.13346987
734069.751835139,-0.075,0.081,2097.27272429
734069.752529873,-0.024,0.101,2097.27762762
734069.753224676,-0.02,0.098,2097.0962046
734069.753918704,-0.025,0.101,2097.11974056
734069.754613484,0.033,0.106,2097.30802824
734069.755307523,-0.018,0.102,2097.17759979
734069.756002292,-0.043,0.097,2097.37177146
734069.756696343,-0.041,0.095,2097.19525176
734069.7573911,0.014,0.114,2097.25997565
734069.758085174,0,0.111,2097.22565238
734069.758779907,-0.069,0.099,2097.25213033
734069.759474699,0,0.113,2097.22074905
734069.760168727,-0.007,0.113,2097.27664696
734069.760863507,-0.041,0.101,2097.37667478
734069.761557558,-0.048,0.093,2097.446302
734069.762252338,-0.015,0.111,2097.42865003
734069.7629464,-0.013,0.107,2097.52279387
734069.763641169,0,0.101,2097.43845668
734069.764335197,-0.027,0.094,2097.34137085
734069.765029954,0.024,0.116,2097.34921617
734069.765724051,0.009,0.117,2097.23545903
734069.766418785,-0.045,0.112,2097.36392614
734069.767113553,-0.013,0.107,2097.41492072
734069.767807604,-0.011,0.099,2097.43453402
734069.768502361,-0.053,0.102,2097.42865003
734069.769196424,-0.073,0.101,2097.44728266
734069.769891192,-0.047,0.105,2097.4855286
734069.770585255,0.003,0.107,2097.28645361
734069.771280012,-0.059,0.104,2097.47376062
734069.771974074,-0.005,0.106,2097.43159202
734069.772668843,-0.014,0.108,2097.56888512
734069.773362905,0.024,0.117,2097.39530742
734069.774057627,-0.002,0.102,2097.49925791
734069.774752419,-0.035,0.088,2097.53750385
734069.77544647,-0.012,0.1,2097.36098415
734069.776141204,0.003,0.116,2097.51690988
734069.776835266,-0.037,0.12,2097.7434435
734069.777530058,-0.004,0.117,2097.52377454
734069.778224109,-0.009,0.108,2097.77188278
734069.778918866,-0.018,0.113,2097.70225556
734069.779612928,-0.049,0.105,2097.642435
734069.780307685,-0.027,0.117,2097.70715889
734069.780330637,NaN,NaN,NaN
734069.7803425,NaN,NaN,NaN
734069.780354294,NaN,NaN,NaN
734069.780365405,NaN,NaN,NaN
734069.780377234,NaN,NaN,NaN
734069.781002442,-0.007,0.121,2097.67087429
734069.781696482,-0.01,0.117,2097.63164769
734069.782391273,-0.052,0.111,2097.62380236
734069.783085312,-0.032,0.111,2097.48748993
734069.783780058,-0.022,0.11,2097.41295939
734069.784474144,-0.033,0.111,2097.63262835
734069.785168901,-0.002,0.11,2097.52867786
734069.785862986,-0.024,0.107,2097.642435
734069.786557731,-0.036,0.11,2097.76599879
734069.787251806,-0.011,0.11,2097.62478303
734069.787946551,-0.045,0.104,2097.59045976
734069.788641308,-0.033,0.107,2097.73854017
734069.789335382,-0.003,0.113,2097.6228217
734069.790030127,-0.049,0.1,2097.69048759
734069.790724178,-0.098,0.081,2097.70519756
734069.791418924,-0.078,0.082,2097.7434435
734069.792112986,-0.111,0.069,2097.80522539
734069.792807766,-0.018,0.092,2097.74246283
734069.793501817,-0.007,0.105,2097.80032207
734069.794196574,-0.04,0.088,2097.52671653
734069.794890637,-0.102,0.085,2097.62772503
734069.795585394,-0.01,0.125,2097.79443808
734069.796280162,-0.03,0.121,2097.76894079
734069.796974236,-0.009,0.132,2097.62674436
734069.797668981,-0.042,0.111,2097.83366467
734069.798363032,0,0.122,2097.66989362
734069.799057778,-0.03,0.105,2097.7375595
734069.79975184,0.003,0.119,2097.66891295
734069.800446632,-0.038,0.096,2097.81601271
734069.801140683,-0.04,0.097,2097.75226948
734069.801835428,-0.05,0.095,2097.77188278
734069.802530208,0.065,0.114,2097.88662058
734069.803224282,0,0.1,2097.70912022
734069.803919028,-0.043,0.087,2097.7630568
734069.804613079,-0.039,0.081,2097.70519756
734069.805307847,-0.048,0.08,2097.61301505
734069.806001887,-0.017,0.094,2097.71304288
734069.806696678,-0.042,0.103,2097.74834682
734069.807390752,-0.024,0.104,2097.86406529
734069.808085475,-0.049,0.096,2097.7405015
734069.808779537,0.004,0.124,2097.85327797
734069.809474294,-0.005,0.107,2097.75226948
734069.810169062,-0.061,0.097,2097.86700728
734069.810863137,-0.034,0.092,2097.9003499
734069.81155787,-0.015,0.099,2097.8807366
734069.812251968,-0.1,0.069,2097.89348524
734069.812946678,-0.006,0.091,2097.81110938
734069.813640787,0.01,0.102,2097.7375595
734069.814335544,-0.036,0.088,2097.86308463
734069.815029583,-0.023,0.097,2097.8552393
734069.81572434,0.012,0.096,2098.02881701
734069.816418403,-0.048,0.082,2097.88858192
734069.81711316,-0.04,0.098,2097.82385803
734069.817807917,-0.005,0.099,2097.93859583
734069.818501991,-0.04,0.097,2097.78953475
734069.819196713,-0.036,0.099,2097.83268401
734069.81989081,0.05,0.112,2098.0180297
734069.820585602,-0.034,0.087,2097.86014263
734069.82127963,-0.036,0.086,2097.90721455
734069.821974387,-0.04,0.083,2097.97488044
734069.821997303,NaN,NaN,NaN
734069.822009144,NaN,NaN,NaN
734069.822020255,NaN,NaN,NaN
734069.822032106,NaN,NaN,NaN
734069.822043924,NaN,NaN,NaN
734069.822668449,0.006,0.09,2097.94055716
734069.823363218,0.079,0.105,2097.90427256
734069.82405794,-0.038,0.088,2097.84151
734069.824752025,-0.069,0.073,2097.95428647
734069.825446759,-0.01,0.093,2097.85720064
734069.826140822,-0.041,0.097,2097.9140792
734069.82683559,-0.026,0.092,2097.80424472
734069.827529676,0.025,0.111,2097.8748526
734069.828224421,-0.002,0.1,2097.96605445
734069.828918461,-0.072,0.091,2097.93565383
734069.829613206,-0.048,0.103,2098.01116504
734069.830307292,-0.01,0.096,2097.94938314
734069.831002026,-0.016,0.098,2097.83660667
734069.831696829,-0.014,0.097,2098.04058499
734069.832390891,-0.04,0.09,2097.78659276
734069.833085637,-0.02,0.099,2097.87583327
734069.833779688,-0.016,0.091,2097.96605445
734069.834474433,-0.003,0.105,2097.86602662
734069.83516853,0.003,0.102,2097.87191061
734069.835863252,-0.01,0.092,2097.88858192
734069.836557338,-0.032,0.102,2097.9788031
734069.837252107,0.018,0.099,2097.95918979
734069.837946157,-0.015,0.095,2097.98272576
734069.838640891,-0.036,0.097,2097.8777946
734069.839335671,0.008,0.092,2097.9758611
734069.840029734,0,0.11,2098.08275358
734069.840724479,0.013,0.109,2097.9366345
734069.841418542,-0.028,0.09,2097.95918979
734069.84211331,-0.004,0.094,2098.12884484
734069.84280735,-0.011,0.099,2098.00822304
734069.843502153,0.01,0.112,2097.94153783
734069.844196192,-0.037,0.091,2098.04450765
734069.844890961,0.018,0.096,2097.8974079
734069.845585694,0.023,0.09,2097.96507379
734069.846279745,-0.004,0.096,2098.05921763
734069.846974525,0,0.109,2097.8611233
734069.847668588,-0.026,0.099,2097.80130273
734069.848363345,-0.026,0.092,2097.92094386
734069.849057384,0.042,0.111,2098.01018438
734069.849752176,0.015,0.095,2098.034701
734069.850446215,0.004,0.088,2097.88367859
734069.851140972,-0.006,0.097,2097.97684177
734069.851835046,-0.018,0.102,2098.15336147
734069.852529792,-0.015,0.092,2097.84445199
734069.85322456,0.028,0.097,2097.94153783
734069.8539186,-0.003,0.097,2098.05235297
734069.854613391,0.035,0.1,2097.92094386
734069.855307442,-0.001,0.093,2098.0150877
734069.856002176,0.031,0.111,2097.96703511
734069.856696273,-0.012,0.11,2097.91505987
734069.857391007,-0.034,0.102,2098.0543143
734069.858085069,-0.015,0.102,2097.94742181
734069.858779849,0.029,0.106,2097.97488044
734069.859473912,0.012,0.095,2097.92094386
734069.860168681,0.011,0.101,2098.00135839
734069.860863403,-0.007,0.093,2098.00331972
734069.8615575,0.005,0.104,2097.88367859
734069.862252222,-0.009,0.087,2098.08471491
734069.862946285,-0.02,0.093,2097.93173117
734069.863641076,0.004,0.102,2097.93467317
734069.863663993,NaN,NaN,NaN
734069.863675833,NaN,NaN,NaN
734069.863686968,NaN,NaN,NaN
734069.863698773,NaN,NaN,NaN
734069.863710579,NaN,NaN,NaN
734069.864335104,-0.017,0.091,2097.88858192
734069.865029896,0.002,0.101,2097.93075051
734069.865723935,0.004,0.099,2097.99939706
734069.866418704,0.005,0.09,2098.12884484
734069.867113449,0.032,0.09,2097.95232514
734069.867807523,-0.044,0.088,2097.87092994
734069.86850228,0.046,0.092,2097.9788031
734069.869196354,0.013,0.082,2098.09256024
734069.8698911,-0.001,0.093,2097.93859583
734069.870585139,-0.044,0.094,2098.00331972
734069.871279919,-0.041,0.085,2097.97291911
734069.871973981,-0.008,0.082,2098.06314028
734069.87266875,0.013,0.09,2097.99057108
734069.873362812,0.029,0.091,2098.03372033
734069.874057535,-0.025,0.077,2097.94938314
734069.874752303,0,0.08,2098.02587502
734069.875446366,-0.012,0.084,2098.00528105
734069.876141134,0.027,0.088,2097.94546049
734069.876835185,0.002,0.087,2098.02587502
734069.877529942,0,0.076,2098.07490826
734069.878224028,-0.073,0.064,2098.06117895
734069.878918773,0.024,0.08,2098.02587502
734069.879612836,0.018,0.072,2097.93173117
734069.880307581,0.011,0.08,2098.06117895
734069.881001643,-0.003,0.07,2097.87387194
734069.881696447,0.014,0.074,2097.99939706
734069.882391181,-0.027,0.072,2097.81307071
734069.883085255,0.02,0.075,2097.96801578
734069.88378,0.061,0.088,2097.94153783
734069.884474051,-0.024,0.071,2097.93467317
734069.885168819,0.042,0.072,2097.84543265
734069.88586287,0,0.06,2097.88956258
734069.886557627,0.014,0.053,2097.96605445
734069.887251713,0.037,0.077,2098.01606837
734069.887946481,0.015,0.073,2097.92290519
734069.888641215,0.031,0.07,2098.07785026
734069.889335278,0.011,0.065,2097.96507379
734069.890030023,0.006,0.068,2097.94349916
734069.890724109,0.003,0.067,2097.90721455
734069.891418866,-0.027,0.075,2097.90623388
734069.892112928,-0.018,0.057,2098.00724238
734069.892807674,-0.021,0.059,2097.94349916
734069.893501725,0.016,0.067,2097.89348524
734069.894196481,0.054,0.072,2097.82091603
734069.894890556,-0.032,0.065,2097.8807366
734069.895585301,-0.01,0.052,2097.90819521
734069.896280093,0.001,0.057,2098.02587502
734069.89697412,-0.004,0.053,2098.02783635
734069.897668877,-0.001,0.063,2097.78365076
734069.898362951,0.038,0.059,2097.82680002
734069.899057708,0.022,0.066,2097.94644115
734069.899751794,0.022,0.068,2097.78463143
734069.900446516,-0.003,0.065,2097.84249066
734069.90114059,0.029,0.062,2097.84739399
734069.901835822,-0.008,0.054,2097.84052933
734069.902530139,0.02,0.045,2097.85916197
734069.903224167,0.018,0.038,2097.66695162
734069.903918935,0.056,0.053,2097.87877527
734069.904613021,0.012,0.048,2097.85425864
734069.905307743,0.015,0.06,2097.84641332
734069.905330718,NaN,NaN,NaN
734069.905342523,NaN,NaN,NaN
734069.905353657,NaN,NaN,NaN
734069.905365451,NaN,NaN,NaN
734069.905377303,NaN,NaN,NaN
734069.906001794,0.073,0.067,2097.82778069
734069.906696586,0.038,0.063,2098.04450765
734069.907390637,0.061,0.064,2097.86014263
734069.908085405,-0.012,0.046,2097.92976985
734069.908779479,0.01,0.049,2097.80718672
734069.90947419,0.082,0.056,2097.71500421
734069.910168947,-0.049,0.028,2097.72677219
734069.910863009,0.037,0.046,2097.73854017
734069.911557801,0.017,0.041,2097.71010088
734069.912251875,0.001,0.038,2097.80914805
734069.912946597,-0.024,0.032,2097.67970027
734069.913640694,0.053,0.04,2097.77286344
734069.914335451,0.041,0.042,2097.62380236
734069.915029479,-0.006,0.027,2097.66793229
734069.915724213,0.035,0.038,2097.71696554
734069.916418299,0.044,0.026,2097.82091603
734069.917113056,0.014,0.019,2097.7797281
734069.917807812,0.01,0.028,2097.72677219
734069.918501863,0.019,0.031,2097.77580544
734069.919196644,0.041,0.032,2097.63851234
734069.919890694,0.003,0.018,2097.77580544
734069.920585475,-0.012,0.028,2097.78561209
734069.921279514,-0.015,0.028,2097.71892687
734069.921974294,0.016,0.03,2097.56005914
734069.922668345,0.009,0.015,2097.78757342
734069.923363102,0.024,0.03,2097.51200656
734069.924057176,0.037,0.018,2097.59045976
734069.924751898,0.026,0.03,2097.62478303
734069.925446667,0.003,0.015,2097.49925791
734069.926140741,0.053,0.025,2097.74540483
734069.926835486,0.036,0.02,2097.51494855
734069.927529572,-0.004,0.006,2097.68264226
734069.928224306,0.022,0.005,2097.61987971
734069.928918403,-0.004,-0.008,2097.35902282
734069.929613137,0.002,-0.002,2097.61497638
734069.930307222,-0.027,-0.006,2097.48356727
734069.931001956,0.072,0.015,2097.61007306
734069.931696042,0.041,0.014,2097.5414265
734069.932390775,-0.022,-0.012,2097.55025249
734069.933085556,-0.007,-0.005,2097.58261443
734069.933779618,-0.002,-0.007,2097.50710323
734069.934474363,0.045,0.004,2097.47768328
734069.935168426,0.028,-0.004,2097.41786271
734069.935863171,0.019,-0.01,2097.31587356
734069.936557268,0.033,0,2097.28253095
734069.937252002,0.004,-0.012,2097.63753167
734069.937946053,0.019,-0.002,2097.25605299
734069.938640833,0.017,0,2097.48356727
734069.939335579,0.03,-0.005,2097.55613648
734069.940029641,0.022,-0.006,2097.36196481
734069.940724387,0.009,0.005,2097.44041801
734069.941418449,0.071,0.014,2097.45806998
734069.942113194,0.03,0.004,2097.5276972
734069.94280728,-0.01,-0.014,2097.27272429
734069.943502049,0.033,0.001,2097.36588747
734069.9441961,0.029,0.01,2097.25114966
734069.944890857,0.031,0.007,2097.30606691
734069.945584907,0.008,0.004,2097.20113575
734069.946279676,-0.006,0.003,2097.41197872
734069.946974456,0.023,0.001,2097.35215816
734069.946997396,NaN,NaN,NaN
734069.947009201,NaN,NaN,NaN
734069.947020347,NaN,NaN,NaN
734069.947032164,NaN,NaN,NaN
734069.947043275,NaN,NaN,NaN
734069.947668507,-0.047,-0.014,2097.40021075
734069.948363241,-0.013,0,2097.43061136
734069.949057315,-0.015,-0.01,2097.3482355
734069.949752072,0.025,0.014,2097.31489289
734069.950446146,-0.025,-0.011,2097.36000348
734069.951140914,0.006,-0.007,2097.4266887
734069.951834942,0.02,-0.011,2097.09718526
734069.952529745,-0.032,-0.024,2097.10208858
734069.953224468,0.048,0.005,2097.36196481
734069.953918518,0.016,-0.012,2097.20309708
734069.95461331,0.016,-0.009,2097.28743427
734069.955307361,0.018,-0.005,2097.2334977
734069.95600213,-0.004,-0.009,2097.12562454
734069.956696181,0.003,-0.008,2097.20309708
734069.957390937,0.018,0.007,2097.19525176
734069.958085,0.007,-0.007,2097.13543119
734069.958779745,0.017,0.008,2097.14916051
734069.959473819,-0.014,-0.013,2097.2138844
734069.960168565,0.018,-0.007,2097.14033452
734069.960863333,-0.028,-0.032,2097.056978
734069.961557396,0.048,0.006,2097.14033452
734069.962252164,0.033,-0.005,2097.13445053
734069.962946238,0.023,-0.017,2097.06090065
734069.963640984,-0.01,-0.032,2097.01284807
734069.964335046,0.014,-0.029,2097.09914659
734069.96502978,0.008,-0.019,2097.04422935
734069.965723866,0.027,-0.019,2097.10012725
734069.966418634,0.073,0.002,2096.9334142
734069.967112674,-0.027,-0.037,2097.15700582
734069.967807419,0.044,-0.009,2096.93145287
734069.968502176,-0.023,-0.033,2097.16485114
734069.969196273,0.065,-0.011,2096.99421544
734069.969890995,0.012,-0.034,2097.07953329
734069.970585058,-0.002,-0.052,2097.1128759
734069.971279838,0.005,-0.048,2096.91772356
734069.9719739,0.045,-0.027,2096.87653563
734069.972668634,0.035,-0.021,2096.86869032
734069.973362708,0.033,-0.023,2096.85594167
734069.974057465,-0.028,-0.046,2096.91576223
734069.974752222,0.007,-0.038,2096.86770965
734069.975446273,0.056,-0.032,2096.82554106
734069.976141065,0.03,-0.043,2096.70491926
734069.976835127,0.021,-0.048,2096.79808243
734069.977529873,0.058,-0.036,2096.92753021
734069.978223924,0.043,-0.051,2096.94322086
734069.978918681,0.065,-0.027,2096.83927036
734069.979612731,0.021,-0.035,2096.80494709
734069.980307512,0.012,-0.046,2096.93439487
734069.981001551,0.038,-0.036,2096.78043047
734069.981696319,0.025,-0.037,2096.72943589
734069.9823911,0.044,-0.04,2096.74904919
734069.983085127,0.069,-0.023,2096.91478157
734069.983779931,0.059,-0.027,2096.66961532
734069.98447397,-0.006,-0.062,2096.7206099
734069.985168727,0.053,-0.028,2096.76768182
734069.985862766,0.014,-0.048,2096.7402232
734069.986557546,0.057,-0.026,2096.73237788
734069.987251597,0.039,-0.036,2096.67647997
734069.987946354,0.061,-0.031,2096.84515435
734069.988641123,0.04,-0.029,2096.77846913
734069.988664062,NaN,NaN,NaN
734069.988675185,NaN,NaN,NaN
734069.988687014,NaN,NaN,NaN
734069.988698843,NaN,NaN,NaN
734069.988709954,NaN,NaN,NaN
734069.989335174,0.019,-0.039,2096.81769574
734069.990029965,0.045,-0.038,2096.67059599
734069.990724005,0.034,-0.049,2096.69511261
734069.991418773,0.021,-0.056,2096.55487752
734069.992112812,0.034,-0.061,2096.51467025
734069.992807593,-0.008,-0.072,2096.55978084
734069.99350162,0.033,-0.053,2096.6029301
734069.994196377,0.068,-0.04,2096.43621705
734069.994890451,0.003,-0.074,2096.76670116
734069.995585243,0.028,-0.069,2096.61862074
734069.996279306,0.041,-0.064,2096.53134156
734069.996974028,0.047,-0.062,2096.61862074
734069.997668785,0.041,-0.059,2096.70197726
734069.99836287,0.01,-0.075,2096.55978084
734069.999057627,0.002,-0.081,2096.64019537
734069.999751667,0.004,-0.073,2096.465637
734070.00044647,0.025,-0.072,2096.43719771
734070.001140521,0.051,-0.061,2096.3675705
734070.001835243,0.033,-0.063,2096.60489143
734070.002529317,0.034,-0.073,2096.42837173
734070.003224074,-0.001,-0.089,2096.65784734
734070.003918843,-0.005,-0.084,2096.52349624
734070.004612917,0.055,-0.072,2096.35384119
734070.005307662,0.067,-0.061,2096.35482185
734070.006001748,0.099,-0.045,2096.49897961
734070.006696493,0.062,-0.069,2096.36364784
734070.007390567,0.013,-0.088,2096.39306779
734070.008085289,0.028,-0.077,2096.45779168
734070.008779363,0.02,-0.059,2096.29107863
734070.009474144,0.013,-0.071,2096.41170042
734070.010168194,0.018,-0.083,2096.32442124
734070.01086294,0.034,-0.073,2096.26754267
734070.011557685,0.002,-0.083,2096.38326114
734070.012251759,0.018,-0.076,2096.1743795
734070.012946493,0.091,-0.062,2096.28617531
734070.013640567,0.019,-0.071,2096.23518073
734070.014335324,0.019,-0.079,2096.24694871
734070.015029398,0.051,-0.063,2096.34305388
734070.015724143,0.047,-0.063,2096.27538799
734070.016418241,0.09,-0.05,2096.30284661
734070.017112998,0.039,-0.065,2096.45779168
734070.01780772,0.071,-0.057,2096.21262543
734070.018501794,0.054,-0.063,2096.27538799
734070.019196574,0.089,-0.053,2096.14692087
734070.019890602,0.005,-0.078,2096.20183811
734070.020585359,0.027,-0.079,2096.19497346
734070.021279433,0.011,-0.078,2096.28323331
734070.021974201,0.013,-0.082,2096.22243208
734070.022668252,0,-0.071,2096.21556743
734070.023363021,0.008,-0.067,2096.14299821
734070.024057106,0.033,-0.063,2096.21850942
734070.024751817,0.009,-0.079,2096.11553959
734070.025446609,0.018,-0.075,2095.97334317
734070.02614066,0.033,-0.084,2096.14594021
734070.026835405,0.01,-0.088,2096.01649243
734070.027529456,0.021,-0.071,2096.1910508
734070.028224213,0.025,-0.08,2096.14495954
734070.028918287,0.01,-0.078,2095.9978598
734070.029613032,-0.006,-0.082,2096.16065018
734070.03030713,0.01,-0.071,2096.09690696
734070.030330752,NaN,NaN,NaN
734070.030341875,NaN,NaN,NaN
734070.030353704,NaN,NaN,NaN
734070.030365521,NaN,NaN,NaN
734070.030376655,NaN,NaN,NaN
